sha256,size,vsize,imports,exports,has_debug,has_relocations,has_resources,has_signature,has_tls,symbols,numstrings,paths,urls,registry,MZ,printables,avlength,file_type_prob_trid,A,B,C,file_type_trid,predicted_label
2eb1a0ec2ca184d90f48239144c9a01568bcdbd3d834961f9b62bfea5ac5a845,1992560,200704.0,155.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9280.0,0.0,38.0,0.0,40.0,57553.0,6.201831897,92.7,15.26473613,6.55878067,bf,NSIS - Nullsoft Scriptable Install System,1
e55a84a3f73ebbf1b17d685b536a46199f424f8ba8b22f075e554369ba84f64b,965594,2072576.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4027.0,0.0,0.0,0.0,14.0,22966.0,5.703004718,42.7,-0.174372318,6.554675579,er,Win32 Executable (generic),1
92021f43fd4d1162e4adb32ec9d56ae51789e85ab100f1283520f15e7defe42f,52453,110592.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,389.0,0.0,2.0,0.0,3.0,2990.0,7.686375321,28.6,-8.214665156,6.138659477,er,Win64 Executable (generic),1
36f9262abe830bb9f3e9c93836a7ec347e4d17970e6ea94003f08a9abd695f65,77889,90112.0,93.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,624.0,0.0,0.0,4.0,1.0,7898.0,12.65705128,41.0,12.67185316,5.853924751,vh,Win32 Executable MS Visual C++ (generic),0
098e201733a9ab4abab4dcabd3e11fa09d869b0b86fd76246b9a47b1843d9a47,574616,569344.0,230.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2097.0,2.0,20.0,0.0,2.0,30171.0,14.38769671,42.7,6.859378277,6.036711693,vh,Win32 Executable (generic),0
09c535ad6b26c14cfc348e2c3899f4cfcdf92619d94cb3a8a42b09d63f6cf529,879247,5255168.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7018.0,0.0,0.0,0.0,10.0,43238.0,6.161014534,30.9,-0.700146673,6.489476681,er,UPX compressed Win32 Executable,1
13a5e0d61169a302ad570ec70f89c5054fe8ebde9edec6a564e6747c7420d222,26624,49152.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,6.0,3662.0,17.86341463,82.0,3.669839196,5.313517094,er,Win64 Executable (generic),0
ffa8d7505cbef9e1b6739e29503a92bff41f30dc88d6d768141d3d05d5c925b6,3436840,2174976.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18581.0,22.0,337.0,11.0,89.0,303493.0,16.33351273,33.7,6.681200174,5.914825895,vh,Win32 Executable MS Visual C++ (generic),1
2e1d83881133f180d5d6c2f253dcd702b45f643ccf80b0576f931529e7416691,7476736,7495680.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12739.0,1.0,1.0,0.0,27.0,129041.0,10.12960201,44.4,9.263490729,5.950492927,er,"Generic CIL Executable (.NET, Mono, etc.)",0
9a585e0979e4599e290ef899bd3a9672247cfbeb1ea8504095ddd10c3db491d3,88504,98304.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,952.0,0.0,35.0,0.0,1.0,65231.0,68.51995798,43.3,-3.376039719,5.000043869,vh,Windows screen saver,0
175daafab3bfdc73c58381e98b9c26497f32af1c61ef79248cd8ca26428e79e1,658304,667648.0,226.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,867.0,0.0,10.0,4.0,2.0,16046.0,18.50749712,43.3,-7.420470145,5.655271053,er,Microsoft Visual C++ compiled executable (generic),0
447cc7b77d6b3665c66697b0d7541bfbedece6af713fbdb102b6e06019185c2f,53248,57344.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,2.0,1864.0,12.51006711,64.5,-6.950299968,5.431323051,gow,Win32 Executable MS Visual C++ (generic),0
573681b3dca771efbbc28fb24b98d27e567da55245470b93713c75ff1bfeb35f,4096,12288.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,503.0,62.875,42.7,9.001887769,3.686681509,bf,Win32 Executable (generic),0
a0b9cc0fdfc8e4c30a01b67a4473c3d8bc57ec43425042e98abf97a0a538de0e,463872,491520.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1615.0,0.0,0.0,0.0,8.0,11094.0,6.869349845,34.2,3.637387021,6.452355385,er,Win32 Dynamic Link Library (generic),1
54567bbf1cd959241a7715cd0d4d6c7b5e648b1eeb6e60361072ea2f2d004977,1130344,1134592.0,247.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3312.0,0.0,39.0,0.0,8.0,82571.0,24.93085749,79.0,0.861448803,5.833954806,bf,Windows Control Panel Item (generic),1
1db83d381dddde96a9e4cd33495764ba3464357b8c1b79a12d92613926635200,2433536,2457600.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5982.0,0.0,98.0,0.0,11.0,143020.0,23.90839184,70.8,12.72355149,5.799946953,cs,"Generic CIL Executable (.NET, Mono, etc.)",0
4976436f15ab015396176883f7d3e4e22ec97bb3ddf9e4f5f4234909bc23c03e,205824,241664.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,410.0,0.0,0.0,0.0,1.0,3816.0,9.307317073,33.5,15.89690786,5.717047215,vh,Microsoft Visual C++ compiled executable (generic),1
9f55801332d478bb3e882f93ff33125f335c642a0fc5b3a5cb549f722e8a4135,274603,1728512.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,643.0,0.0,0.0,0.0,1.0,3743.0,5.821150855,42.7,-1.992096573,5.907716274,mc,Win32 Executable (generic),0
c50af51f440924ab96c477af68f2dc71c8373f592138ace14d45b0af4020d3d4,1024512,1048576.0,133.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5902.0,0.0,0.0,0.0,15.0,66196.0,11.21585903,48.8,16.02612253,6.048582659,vh,Win32 Executable MS Visual C++ (generic),1
017fe9f1c9b927ed588f2c4f62b079952dbb99d949d21bca324a99287585f3ef,1126464,1216512.0,164.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3289.0,0.0,150.0,0.0,13.0,38469.0,11.69626026,40.3,3.917355533,6.070812702,vh,Win64 Executable (generic),1
7daec3342768d33b2c3a0b58297effbec26059cd157adf5ee8d8c93187c7ff66,1130328,1134592.0,247.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3312.0,0.0,39.0,0.0,8.0,82555.0,24.92602657,83.7,8.403533227,5.833383227,cs,Windows Control Panel Item (generic),1
07944a308b496db20def2726a2c7987927edc3da1787050abeaaf3753427ccd3,380928,1073152.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1155.0,0.0,0.0,0.0,1.0,13138.0,11.37489177,42.2,-2.703234613,5.262511253,er,Win32 Executable MS Visual C++ (generic),0
e128001dd7ef156bcaf14112ff5b05742363ef685798cb9518a81cace37a2e01,220094,360448.0,137.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,743.0,0.0,1.0,0.0,3.0,10644.0,14.32570659,91.4,8.170476323,5.623576641,er,WinRAR Self Extracting archive (4.x-5.x),0
37667610984e3b4009f8aecb108dcfcbb7e7575844cfe60ca6945b2624581346,79360,94208.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,355.0,0.0,0.0,0.0,2.0,2217.0,6.245070423,29.6,9.140608771,6.459219933,bf,Win32 Dynamic Link Library (generic),1
451be0f05dcfd12a54e0d7b186a3b45845676c076ecb5f8c7d57ac1c235ad37b,207872,229376.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2137.0,0.0,0.0,0.0,9.0,48025.0,22.47309312,62.0,11.75610789,6.068470001,vh,"Generic CIL Executable (.NET, Mono, etc.)",1
65868196cc70fc2eecdd3b1d271cd9d50779a6a060f21abd1394b0227ce53471,934826,954368.0,910.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5456.0,0.0,8.0,0.0,8.0,96308.0,17.65175953,33.7,-10.4843466,5.921701705,bf,Win32 Executable MS Visual C++ (generic),0
4a6b2a4c27958cc28a2f8727bc0b63ffd176ad8eb84cf18e62e4a12cbdde2624,4919456,4952064.0,102.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,9145.0,4.0,34.0,0.0,2.0,80175.0,8.767085839,82.0,0.888628652,5.975296271,er,Win64 Executable (generic),0
068009a458139d7d9d832c63d63c404e1de7d64797cb8cf907faff65b5bfc05f,167936,184320.0,63.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,988.0,3.0,0.0,0.0,4.0,15857.0,16.04959514,33.7,2.943653977,5.613717079,mc,Win32 Executable MS Visual C++ (generic),0
63c0cdd27cd7eb95cf2ad6bb8a3ee30ca8b022d13e62e4c352ec0ea7b01567cb,207360,217088.0,72.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2597.0,0.0,0.0,0.0,3.0,19143.0,7.371197536,33.5,-2.516782931,6.00867939,gow,Microsoft Visual C++ compiled executable (generic),1
5a2481a8a4221c7c66f8fa206abb0735a6ec3f1a2536e8b16899107475bea25b,184736,204800.0,199.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,945.0,2.0,10.0,0.0,3.0,11808.0,12.4952381,33.6,23.85518902,5.689161777,er,OS/2 Executable (generic),0
d23be41013c446c7a3a921899c46a8f8fc56e074a274f8b903215880bffada43,166044,122880.0,92.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,597.0,1.0,0.0,0.0,1.0,5757.0,9.64321608,41.0,6.604188525,6.090093613,bf,Win32 Executable MS Visual C++ (generic),1
bf70139605e52731847e101c73d4d5ba44cc669b146bd1c9fc87ffa28f4ee051,1432534,1482752.0,210.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,17795.0,0.0,0.0,0.0,1.0,227481.0,12.78342231,58.3,6.068222942,5.732169857,er,Win32 EXE PECompact compressed (generic),0
f2272014d837776e0b9faf406ecf5696996f14cded903581676dd8aed7890c5c,840048,917504.0,137.0,0.0,1.0,0.0,1.0,1.0,0.0,147.0,3716.0,0.0,21.0,0.0,3.0,44526.0,11.98223897,48.7,-1.811761908,5.690562725,vh,Win64 Executable (generic),0
159366e135b4286d5d725b9b7f7a08652803becc0d0ac78fbde4079475f5501d,1105920,1118208.0,187.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,733.0,0.0,0.0,0.0,6.0,7153.0,9.758526603,38.4,7.505456485,6.192972183,vh,Win32 Dynamic Link Library (generic),1
4ef32ceced2f8c78bdb7eb8d6d9ccd4769cae00185d805bea6c00bb33cc9fe57,302191,794624.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2023.0,0.0,0.0,0.0,2.0,12641.0,6.248640633,87.8,-1.549941917,6.532000542,bf,AutoIt3 compiled script executable,0
2f219436a93086a1f97b6bf60cc81184f5af5a8aeafe3aaccadac16c3b6f8ab2,514480,524288.0,352.0,151.0,1.0,1.0,1.0,1.0,0.0,0.0,3462.0,0.0,18.0,8.0,2.0,70567.0,20.38330445,43.3,3.450913971,5.532315738,bf,Microsoft Visual C++ compiled executable (generic),0
1e81e6836f02e0f6cd8b68b841eeaa092642601010494ab76dd5cc6ea5101679,7168,16384.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,311.0,38.875,42.7,4.69165419,4.048272133,cs,Win32 Executable (generic),0
fd350fc3e062e73dc39a61a293e99ceba2a6bccb3b078b50d1848d63f011333b,2047488,3399680.0,17.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,10855.0,0.0,0.0,0.0,35.0,68766.0,6.334960848,51.4,13.34132895,6.529113382,vh,Microsoft Visual C++ compiled executable (generic),1
d94c54d754dcafe2e38051c9cfaa86c74794d9af7adcdb41a9f099da2f2c98dc,5622138,163840.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,25609.0,1.0,1.0,0.0,95.0,147095.0,5.743879105,42.4,0.734426034,6.582438524,cs,Win32 Executable Delphi generic,0
d29b35e6576af06aabcc315366f49e7d7f0d1ba3e12d87f3f9d860f8682b3791,4096,32768.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,1.0,831.0,19.78571429,81.0,7.238302609,5.15545702,vh,"Generic CIL Executable (.NET, Mono, etc.)",0
483502ed288e84586865b3c93ce64a1601b32c9a7ea0d47310f629611cfb2603,88064,114688.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,1.0,2717.0,9.026578073,82.9,-1.047244612,6.206598759,vh,"Generic CIL Executable (.NET, Mono, etc.)",0
4cd2ad60bec5ea32051fbaa950b049fae79090f7268c1dbe40bab4b78d17f7f4,861696,892928.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6734.0,0.0,3.0,0.0,1.0,93710.0,13.91594892,75.6,6.004102272,5.077447907,mc,Generic .NET DLL/Assembly,0
7c1fb0890edadcf6fe4c96441c7e738ade2642475bc08686f0432fdaf6c33e8e,7168,16384.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,139.0,17.375,42.7,-0.768421548,4.700651169,gow,Win32 Executable (generic),0
2410b0302a77554059330199e0490a71571d7be8c41b077281f9d46f8dfec9c4,45056,45056.0,68.0,0.0,1.0,0.0,1.0,0.0,0.0,26.0,165.0,0.0,0.0,0.0,1.0,2244.0,13.6,43.6,10.57630269,5.539447308,er,Win32 Executable MS Visual C++ (generic),0
004c71d1cc702e7c8b1b213d98b537bdad5dda8241750221fe2593f34e130fa5,66048,90112.0,126.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,414.0,0.0,1.0,0.0,4.0,5341.0,12.90096618,41.1,10.75888811,5.533186436,mc,Microsoft Visual C++ compiled executable (generic),0
b404e29a7b944c7cc0527e53d44a2b2b2d961cf51b854645014fb12540edada2,24064,49152.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,1.0,4474.0,14.86378738,55.0,1.092958214,5.177668095,vh,"Generic CIL Executable (.NET, Mono, etc.)",1
974615736fefa42e054c86cd8c5c071da22b8a9b5f4cb079bfb7021729dedf63,6306816,6361088.0,508.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,59764.0,0.0,0.0,0.0,44.0,809199.0,13.53990697,64.2,0.102189412,5.742768783,vh,Win32 EXE PECompact compressed (generic),1
e69cff79c9bf91b4441c71dbc126bdf1ac0d22173b1546eaffcdcff4ee7b985c,22464,32768.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,278.0,4.0,20.0,0.0,1.0,5430.0,19.5323741,33.6,-5.999121582,5.457955837,mc,OS/2 Executable (generic),0
41e321fb71311a556962634867860ff465826ce1d7505845dba8a8e8b0e346dd,79872,90112.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,479.0,59.875,42.7,1.376101262,3.719690323,vh,Win32 Executable (generic),0
207ca9745e8d80680075575658457d686193283d6734bd97ed694f81ca881586,5413816,5664768.0,722.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,29072.0,6.0,22.0,22.0,9.0,887369.0,30.52314942,88.3,4.992227256,5.205255928,er,Windows Control Panel Item (generic),0
bea16bbf5339ceb1f1dae2837092a9fec57970e3db371bd21178f1cb632d3b95,540384,548864.0,123.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2529.0,2.0,20.0,0.0,12.0,22498.0,8.896006327,82.0,2.455369532,6.256409645,vh,Win64 Executable (generic),0
4a2d3633201e830409eda55ca3e9fedf8d0d67141b59d2f5e4c6fd2034e44466,2435072,2457600.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4902.0,1.0,1.0,0.0,21.0,58110.0,11.85434517,62.0,3.91489605,5.78208828,vh,"Generic CIL Executable (.NET, Mono, etc.)",0
4b6a57f808f9d1130a5379d5b8538e7c2cde398114120f06d3eca201c21c593c,98112,98112.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,1.0,12007.0,19.36612903,28.8,-1.920235734,5.744452953,bf,DOS Executable Borland Pascal 7.0x,0
aeabeae1605fa205d30cf8a40b767e41697eb16fd5e7dc85272c74732c99fcf4,305280,458752.0,153.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1310.0,0.0,37.0,0.0,4.0,12962.0,9.894656489,48.8,-0.498363184,6.184993744,mc,Win32 Executable MS Visual C++ (generic),1
13e6c4123a8ab31c732cd31e1120e0c0088a66272f82ac4c5d742b49439991f3,1555784,1552384.0,364.0,223.0,1.0,1.0,1.0,1.0,0.0,0.0,17427.0,2.0,16.0,0.0,2.0,724940.0,41.59866873,58.8,-4.27913928,5.332373613,vh,Windows Control Panel Item (generic),0
b2323c0cd65ac40ede17d24e47975b2266a813a3edddb216cabb50bfb002b8d3,250240,258048.0,169.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,695.0,0.0,10.0,1.0,2.0,13650.0,19.64028777,55.0,4.776337172,5.690657616,er,Win64 Executable (generic),0
39d4308d947738ee9d043d61c08b72a7e1617ec2e22afe32d7648e0833a20201,180224,196608.0,60.0,53.0,1.0,1.0,1.0,0.0,0.0,0.0,1007.0,0.0,0.0,0.0,3.0,10316.0,10.24428997,43.3,-3.552217648,6.062979221,bf,Windows screen saver,1
78031856a14528a4d3973cb04d733d409c7eaa9fecb1eaf080be80eb7bfc3ad3,1130336,1134592.0,247.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3312.0,0.0,39.0,0.0,8.0,82567.0,24.92964976,88.3,7.699965586,5.833385961,cs,Windows Control Panel Item (generic),1
71589fd73039e5ad3e5c7deb015eab6377b599e617ab8a68c2cd98caa85c93c8,281088,294912.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1249.0,1.0,0.0,2.0,1.0,15565.0,12.46196958,33.7,2.629910219,5.494587898,bf,DOS Executable Borland Pascal 7.0x,0
9ba5691db7422cf146c863b4021dc4e5948c12f8056095c4e3c884601ce2b34d,9216,16384.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,391.0,48.875,42.7,10.21290844,3.866096497,gow,Win32 Executable (generic),0
34e371af29f1fd173f8f1bbf1f381d8c1d0809216433dfe788c81e415678525b,593448,602112.0,200.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2039.0,1.0,38.0,0.0,5.0,27931.0,13.69838156,41.0,2.245421725,6.116433144,vh,Win32 Executable MS Visual C++ (generic),0
08d048cb8db8d24c52c6801330e19568d5eb2eab9d1446b96b552880e4b2bca2,417792,471040.0,206.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3170.0,0.0,0.0,5.0,2.0,66079.0,20.84511041,41.0,-5.18602774,5.320100443,vh,Win32 Executable MS Visual C++ (generic),0
5ca51671c4d965a9b7397271a50e9fee0698d9dcc6ed0b1b19116e1164e4d287,3802240,638976.0,148.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16003.0,0.0,40.0,0.0,40.0,100546.0,6.282946947,48.4,9.663010412,6.557561902,gow,Win32 Executable MS Visual C++ (generic),0
680ca5f7ce5c3618acfeeedd786a3a5f06ccce70cf9f69eabe7dbfe2e3cdc0aa,143360,155648.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,524.0,0.0,0.0,0.0,1.0,3949.0,7.536259542,79.2,3.059860421,6.357340336,cs,"Generic CIL Executable (.NET, Mono, etc.)",1
e30d192d01a184716015a67a2e0ac4b5fbe4c04626090cb6b14c8a336aa7bc74,5120,32768.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1.0,964.0,21.42222222,89.5,-0.36620151,5.117748737,bf,Generic .NET DLL/Assembly,0
a3aba2e0f53629b352c349ed8fc30fe60841b70bc801a1d6bed72fc8c25325dd,1105920,1118208.0,187.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,815.0,0.0,0.0,0.0,5.0,7570.0,9.288343558,61.7,10.72429925,6.216536522,bf,Win64 Executable (generic),1
bb928c7210a864016e8436b0c31b180282a23eb73a2a72c3389c4ae5b58102e6,238782,360448.0,137.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,834.0,0.0,1.0,0.0,4.0,11150.0,13.36930456,91.6,6.873875864,5.707924366,vh,WinRAR Self Extracting archive (4.x-5.x),0
cd3bed1061080fe68fdb4bbe84db4811ac1a5b229950388ecec79e09bcca53a6,1866752,1896448.0,190.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4052.0,0.0,0.0,0.0,11.0,30267.0,7.46964462,40.3,-8.368203234,6.44667244,er,Win64 Executable (generic),1
d323d623e815690229d23edf08c35830397047e76a6f0016e6f60c03abf0042d,5768192,5898240.0,565.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,51519.0,1.0,0.0,0.0,55.0,614530.0,11.92822066,64.2,13.95205567,5.755040408,gow,Win32 EXE PECompact compressed (generic),1
c6fb25d409419b6fc1d4ecea55beb9378eb85187893e6f084f2d91e4eb611398,139264,139264.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,3.0,6758.0,14.22736842,33.7,-1.666791166,5.263887405,er,Win32 Executable MS Visual C++ (generic),1
0a4f64ca1d4568b5e0b037b82fd851270dab0261198c73d8836a11f667e37bbe,20992,28672.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,239.0,29.875,42.7,-4.632323682,4.274961948,vh,Win32 Executable (generic),0
bcf1a60156fd745aab3d023040e4f30e749a7bf9a4ce6493dd430ad839108df8,85672,81920.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,424.0,2.0,20.0,0.0,1.0,6372.0,15.02830189,34.2,-4.656656208,5.568140984,vh,Win32 Dynamic Link Library (generic),0
24d6726421ab886c61b2236b57f4ea861e552aeef0947cc279b567ddf4567a10,1371533,1363968.0,323.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4964.0,0.0,1.0,0.0,6.0,64145.0,12.92203868,41.0,11.60815975,5.950470924,vh,Win32 Executable MS Visual C++ (generic),1
c05a0d9b6fa924963feaf51a2b710091ca134eaa7666636d831cab3fa33f7d5f,920464,954368.0,70.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,2544.0,0.0,14.0,0.0,1.0,27174.0,10.68160377,41.0,8.084832557,6.099571228,vh,Win32 Executable MS Visual C++ (generic),0
2e3fbd806120063dcf8a6fdb2b39e320b0ac310177cbcbf8efd97b7fd108c2bd,305664,315392.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5001.0,0.0,20.0,0.0,2.0,166672.0,33.32773445,74.7,1.810394536,5.177155265,bf,Win32 Executable MS Visual C++ (generic),0
10e91e8553c1616b48d0713748b4f241682833509fed44415c99b3b2f9843c3c,184320,212992.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1019.0,1.0,0.0,0.0,1.0,9609.0,9.42983317,62.0,13.97922989,6.023879051,vh,"Generic CIL Executable (.NET, Mono, etc.)",0
b767fd7a2fc2579a43ed14b3f7ac166c26fa397d45fd35209bdb2547e68156c6,15320,32768.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,182.0,2.0,11.0,0.0,2.0,3501.0,19.23626374,38.4,2.159168835,5.466829777,er,Win32 Dynamic Link Library (generic),0
3be117e29b5eea400fcd2c0f0f4703fb7091a6536b5b034c8e89b3119314b0a3,25232,16384.0,0.0,318.0,1.0,0.0,1.0,1.0,0.0,0.0,530.0,2.0,20.0,0.0,1.0,8820.0,16.64150943,33.6,-3.754625837,5.137536049,cs,OS/2 Executable (generic),0
09c695318340b0c49a412edc8703ec7f43e1dac9764cb6b18c16a300ba6c9d49,21080,12288.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,217.0,0.0,36.0,0.0,1.0,5047.0,23.25806452,33.6,2.310647903,5.531655312,gow,OS/2 Executable (generic),0
2181dd74c967eb7685f814c4dcb7c0a17e42759db21aed77d667cf090fa45cca,11283,45056.0,27.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,1.0,2478.0,28.15909091,82.0,6.471996579,5.436561108,vh,Win64 Executable (generic),0
